customer_key,customer_id,acquisition_date,acquisition_channel_key,region
86,CUST000086,2021-01-16,1,Northeast
87,CUST000087,2021-01-17,5,Northeast
88,CUST000088,2021-01-17,5,West
89,CUST000089,2021-01-17,5,Northeast
90,CUST000090,2021-01-17,2,West
91,CUST000091,2021-01-17,5,South
92,CUST000092,2021-01-17,1,Midwest
93,CUST000093,2021-01-17,1,South
94,CUST000094,2021-01-17,1,West
95,CUST000095,2021-01-17,1,Northeast
96,CUST000096,2021-01-17,5,Northeast
97,CUST000097,2021-01-18,1,Midwest
98,CUST000098,2021-01-18,5,Northeast
99,CUST000099,2021-01-18,4,Midwest
100,CUST000100,2021-01-18,2,West
101,CUST000101,2021-01-18,2,Northeast
102,CUST000102,2021-01-18,1,Northeast
103,CUST000103,2021-01-18,1,Midwest
104,CUST000104,2021-01-18,2,West
105,CUST000105,2021-01-18,1,Northeast
106,CUST000106,2021-01-19,1,South
107,CUST000107,2021-01-19,5,South
108,CUST000108,2021-01-19,5,Northeast
109,CUST000109,2021-01-19,4,West
110,CUST000110,2021-01-20,1,Northeast
111,CUST000111,2021-01-20,1,West
112,CUST000112,2021-01-20,1,South
113,CUST000113,2021-01-20,1,West
114,CUST000114,2021-01-20,1,South
115,CUST000115,2021-01-20,2,West
116,CUST000116,2021-01-21,2,West
117,CUST000117,2021-01-21,5,South
118,CUST000118,2021-01-21,1,Northeast
119,CUST000119,2021-01-21,2,South
120,CUST000120,2021-01-22,2,Northeast
121,CUST000121,2021-01-22,5,South
122,CUST000122,2021-01-22,2,South
123,CUST000123,2021-01-22,2,West
124,CUST000124,2021-01-22,4,Northeast
125,CUST000125,2021-01-22,1,South
126,CUST000126,2021-01-22,1,South
127,CUST000127,2021-01-22,5,Northeast
128,CUST000128,2021-01-23,2,West
129,CUST000129,2021-01-23,1,South
130,CUST000130,2021-01-23,1,South
131,CUST000131,2021-01-23,3,South
132,CUST000132,2021-01-23,3,Midwest
133,CUST000133,2021-01-23,5,South
134,CUST000134,2021-01-23,5,Northeast
135,CUST000135,2021-01-23,5,South
136,CUST000136,2021-01-23,5,West
137,CUST000137,2021-01-24,5,Midwest
138,CUST000138,2021-01-24,5,Northeast
139,CUST000139,2021-01-24,4,Midwest
140,CUST000140,2021-01-24,4,Midwest
141,CUST000141,2021-01-24,1,South
142,CUST000142,2021-01-24,1,West
143,CUST000143,2021-01-24,1,West
144,CUST000144,2021-01-24,1,South
145,CUST000145,2021-01-24,1,West
146,CUST000146,2021-01-25,1,Northeast
147,CUST000147,2021-01-25,5,West
148,CUST000148,2021-01-25,3,West
149,CUST000149,2021-01-26,5,Northeast
150,CUST000150,2021-01-27,4,West
151,CUST000151,2021-01-27,1,Midwest
152,CUST000152,2021-01-27,1,Midwest
153,CUST000153,2021-01-27,5,Midwest
154,CUST000154,2021-01-27,4,Midwest
155,CUST000155,2021-01-28,3,Midwest
156,CUST000156,2021-01-28,1,West
157,CUST000157,2021-01-28,2,South
158,CUST000158,2021-01-28,5,Midwest
159,CUST000159,2021-01-28,5,West
160,CUST000160,2021-01-28,1,West
161,CUST000161,2021-01-28,1,Northeast
162,CUST000162,2021-01-28,1,West
163,CUST000163,2021-01-28,1,Northeast
164,CUST000164,2021-01-28,2,Midwest
165,CUST000165,2021-01-28,1,South
166,CUST000166,2021-01-29,1,South
167,CUST000167,2021-01-29,1,Midwest
168,CUST000168,2021-01-29,2,Midwest
169,CUST000169,2021-01-29,1,Northeast
170,CUST000170,2021-01-29,5,Midwest
171,CUST000171,2021-01-29,5,West
172,CUST000172,2021-01-30,4,South
173,CUST000173,2021-01-30,4,South
174,CUST000174,2021-01-30,5,West
175,CUST000175,2021-01-30,5,Northeast
176,CUST000176,2021-01-30,1,Midwest
177,CUST000177,2021-01-30,2,Northeast
178,CUST000178,2021-01-30,2,Midwest
179,CUST000179,2021-01-30,5,Northeast
180,CUST000180,2021-01-30,5,West
181,CUST000181,2021-01-31,2,South
182,CUST000182,2021-01-31,2,Northeast
183,CUST000183,2021-01-31,1,Midwest
184,CUST000184,2021-01-31,1,Northeast
185,CUST000185,2021-02-01,4,Midwest
186,CUST000186,2021-02-01,1,Northeast
187,CUST000187,2021-02-01,1,Northeast
188,CUST000188,2021-02-01,1,Northeast
189,CUST000189,2021-02-01,1,South
190,CUST000190,2021-02-01,1,South
191,CUST000191,2021-02-01,1,South
192,CUST000192,2021-02-01,4,Midwest
193,CUST000193,2021-02-01,2,South
194,CUST000194,2021-02-02,1,Northeast
195,CUST000195,2021-02-02,2,Midwest
196,CUST000196,2021-02-02,2,Midwest
197,CUST000197,2021-02-02,1,West
198,CUST000198,2021-02-02,1,South
199,CUST000199,2021-02-02,1,West
200,CUST000200,2021-02-02,1,Northeast
201,CUST000201,2021-02-02,1,West
202,CUST000202,2021-02-02,1,Midwest
203,CUST000203,2021-02-03,2,South
204,CUST000204,2021-02-03,2,Midwest
205,CUST000205,2021-02-03,2,South
206,CUST000206,2021-02-03,1,Midwest
207,CUST000207,2021-02-03,1,South
208,CUST000208,2021-02-03,1,Northeast
209,CUST000209,2021-02-03,1,South
210,CUST000210,2021-02-04,1,South
211,CUST000211,2021-02-04,5,South
212,CUST000212,2021-02-04,4,South
213,CUST000213,2021-02-04,1,Northeast
214,CUST000214,2021-02-04,1,Northeast
215,CUST000215,2021-02-04,2,Midwest
216,CUST000216,2021-02-04,2,South
217,CUST000217,2021-02-04,1,South
218,CUST000218,2021-02-05,3,Midwest
219,CUST000219,2021-02-05,1,West
220,CUST000220,2021-02-05,1,South
221,CUST000221,2021-02-05,1,South
222,CUST000222,2021-02-05,1,South
223,CUST000223,2021-02-05,4,Northeast
224,CUST000224,2021-02-05,2,West
225,CUST000225,2021-02-05,2,South
226,CUST000226,2021-02-06,5,Northeast
227,CUST000227,2021-02-06,5,South
228,CUST000228,2021-02-06,1,South
229,CUST000229,2021-02-06,1,South
230,CUST000230,2021-02-06,1,Northeast
231,CUST000231,2021-02-06,1,West
232,CUST000232,2021-02-06,2,South
233,CUST000233,2021-02-06,1,West
234,CUST000234,2021-02-06,5,South
235,CUST000235,2021-02-06,4,Midwest
236,CUST000236,2021-02-06,4,West
237,CUST000237,2021-02-07,2,South
238,CUST000238,2021-02-07,2,West
239,CUST000239,2021-02-07,4,South
240,CUST000240,2021-02-07,3,Northeast
241,CUST000241,2021-02-07,5,West
242,CUST000242,2021-02-07,5,West
243,CUST000243,2021-02-07,1,Northeast
244,CUST000244,2021-02-07,5,Midwest
245,CUST000245,2021-02-08,3,South
246,CUST000246,2021-02-08,5,Midwest
247,CUST000247,2021-02-08,1,Midwest
248,CUST000248,2021-02-08,5,South
249,CUST000249,2021-02-08,1,Northeast
250,CUST000250,2021-02-08,2,South
251,CUST000251,2021-02-08,1,West
252,CUST000252,2021-02-09,1,Northeast
253,CUST000253,2021-02-09,1,West
254,CUST000254,2021-02-09,2,Northeast
255,CUST000255,2021-02-09,2,Northeast
256,CUST000256,2021-02-09,1,West
257,CUST000257,2021-02-09,5,South
258,CUST000258,2021-02-09,3,Midwest
259,CUST000259,2021-02-10,1,South
260,CUST000260,2021-02-10,4,South
261,CUST000261,2021-02-10,5,South
262,CUST000262,2021-02-10,5,West
263,CUST000263,2021-02-10,1,Midwest
264,CUST000264,2021-02-10,1,West
265,CUST000265,2021-02-10,1,South
266,CUST000266,2021-02-10,1,Northeast
267,CUST000267,2021-02-10,4,Midwest
268,CUST000268,2021-02-11,3,South
269,CUST000269,2021-02-11,4,West
270,CUST000270,2021-02-11,1,Northeast
271,CUST000271,2021-02-11,1,West
272,CUST000272,2021-02-11,2,South
273,CUST000273,2021-02-11,5,West
274,CUST000274,2021-02-11,5,Midwest
275,CUST000275,2021-02-11,5,West
276,CUST000276,2021-02-11,5,Northeast
277,CUST000277,2021-02-11,2,South
278,CUST000278,2021-02-12,2,South
279,CUST000279,2021-02-12,2,South
280,CUST000280,2021-02-12,5,Northeast
281,CUST000281,2021-02-12,1,South
282,CUST000282,2021-02-12,5,West
283,CUST000283,2021-02-12,5,South
284,CUST000284,2021-02-12,1,South
285,CUST000285,2021-02-12,2,Northeast
286,CUST000286,2021-02-12,4,Midwest
287,CUST000287,2021-02-12,3,South
288,CUST000288,2021-02-12,4,Northeast
289,CUST000289,2021-02-12,5,South
290,CUST000290,2021-02-12,3,South
291,CUST000291,2021-02-13,1,Northeast
292,CUST000292,2021-02-13,1,West
293,CUST000293,2021-02-13,1,West
294,CUST000294,2021-02-13,1,South
295,CUST000295,2021-02-14,1,South
296,CUST000296,2021-02-14,1,South
297,CUST000297,2021-02-14,4,Northeast
298,CUST000298,2021-02-14,5,Northeast
299,CUST000299,2021-02-14,2,Midwest
300,CUST000300,2021-02-14,2,South
301,CUST000301,2021-02-15,5,South
302,CUST000302,2021-02-15,1,Midwest
303,CUST000303,2021-02-16,3,South
304,CUST000304,2021-02-16,2,Midwest
305,CUST000305,2021-02-16,1,South
306,CUST000306,2021-02-16,1,South
307,CUST000307,2021-02-16,2,South
308,CUST000308,2021-02-16,1,Midwest
309,CUST000309,2021-02-16,5,West
310,CUST000310,2021-02-17,1,South
311,CUST000311,2021-02-17,1,Midwest
312,CUST000312,2021-02-17,5,West
313,CUST000313,2021-02-17,5,South
314,CUST000314,2021-02-17,5,Northeast
315,CUST000315,2021-02-18,1,South
316,CUST000316,2021-02-18,4,Northeast
317,CUST000317,2021-02-18,5,Midwest
318,CUST000318,2021-02-18,2,Midwest
319,CUST000319,2021-02-18,1,South
320,CUST000320,2021-02-18,2,South
321,CUST000321,2021-02-18,2,West
322,CUST000322,2021-02-18,2,South
323,CUST000323,2021-02-18,5,West
324,CUST000324,2021-02-18,3,West
325,CUST000325,2021-02-19,3,South
326,CUST000326,2021-02-19,1,South
327,CUST000327,2021-02-19,1,Northeast
328,CUST000328,2021-02-19,1,Midwest
329,CUST000329,2021-02-20,1,South
330,CUST000330,2021-02-20,1,West
331,CUST000331,2021-02-20,1,West
332,CUST000332,2021-02-20,2,South
333,CUST000333,2021-02-20,5,West
334,CUST000334,2021-02-20,5,Midwest
335,CUST000335,2021-02-20,5,South
336,CUST000336,2021-02-20,2,Midwest
337,CUST000337,2021-02-20,2,Midwest
338,CUST000338,2021-02-20,2,West
339,CUST000339,2021-02-21,3,South
340,CUST000340,2021-02-21,2,South
341,CUST000341,2021-02-21,1,South
342,CUST000342,2021-02-21,1,Northeast
343,CUST000343,2021-02-21,2,Northeast
344,CUST000344,2021-02-21,1,South
345,CUST000345,2021-02-21,4,South
346,CUST000346,2021-02-21,5,Midwest
347,CUST000347,2021-02-21,5,Midwest
348,CUST000348,2021-02-21,5,Northeast
349,CUST000349,2021-02-21,5,South
350,CUST000350,2021-02-22,1,Midwest
351,CUST000351,2021-02-22,1,South
352,CUST000352,2021-02-22,1,South
353,CUST000353,2021-02-22,3,Northeast
354,CUST000354,2021-02-22,5,Midwest
355,CUST000355,2021-02-22,2,South
356,CUST000356,2021-02-23,1,West
357,CUST000357,2021-02-23,5,West
358,CUST000358,2021-02-23,5,West
359,CUST000359,2021-02-23,5,Midwest
360,CUST000360,2021-02-23,5,South
361,CUST000361,2021-02-23,2,South
362,CUST000362,2021-02-23,1,Northeast
363,CUST000363,2021-02-23,1,West
364,CUST000364,2021-02-23,2,Northeast
365,CUST000365,2021-02-23,5,West
366,CUST000366,2021-02-23,1,South
367,CUST000367,2021-02-24,2,West
368,CUST000368,2021-02-24,2,Northeast
369,CUST000369,2021-02-24,1,South
370,CUST000370,2021-02-24,1,West
371,CUST000371,2021-02-24,5,South
372,CUST000372,2021-02-25,5,Midwest
373,CUST000373,2021-02-25,5,Midwest
374,CUST000374,2021-02-25,5,West
375,CUST000375,2021-02-25,5,South
376,CUST000376,2021-02-25,1,South
377,CUST000377,2021-02-25,5,Midwest
378,CUST000378,2021-02-25,5,West
379,CUST000379,2021-02-25,1,Northeast
380,CUST000380,2021-02-25,2,South
381,CUST000381,2021-02-25,1,Northeast
382,CUST000382,2021-02-25,1,South
383,CUST000383,2021-02-25,2,West
384,CUST000384,2021-02-25,1,South
385,CUST000385,2021-02-25,1,Northeast
386,CUST000386,2021-02-25,1,Midwest
387,CUST000387,2021-02-26,1,South
388,CUST000388,2021-02-26,1,Northeast
389,CUST000389,2021-02-26,5,Midwest
390,CUST000390,2021-02-26,1,Northeast
391,CUST000391,2021-02-26,4,Midwest
392,CUST000392,2021-02-26,4,Northeast
393,CUST000393,2021-02-26,1,West
394,CUST000394,2021-02-26,1,Midwest
395,CUST000395,2021-02-27,1,West
396,CUST000396,2021-02-27,1,West
397,CUST000397,2021-02-27,3,West
398,CUST000398,2021-02-27,5,Northeast
399,CUST000399,2021-02-27,5,South
400,CUST000400,2021-02-27,5,Midwest
401,CUST000401,2021-02-27,3,South
402,CUST000402,2021-02-27,1,Midwest
403,CUST000403,2021-02-28,4,South
404,CUST000404,2021-02-28,2,West
405,CUST000405,2021-02-28,1,South
406,CUST000406,2021-02-28,1,Northeast
407,CUST000407,2021-02-28,5,South
408,CUST000408,2021-02-28,5,Midwest
409,CUST000409,2021-02-28,5,West
410,CUST000410,2021-02-28,5,West
411,CUST000411,2021-02-28,5,West
412,CUST000412,2021-02-28,1,South
413,CUST000413,2021-03-01,1,South
414,CUST000414,2021-03-01,1,South
415,CUST000415,2021-03-01,1,Midwest
416,CUST000416,2021-03-01,2,South
417,CUST000417,2021-03-01,1,South
418,CUST000418,2021-03-01,4,Northeast
419,CUST000419,2021-03-02,5,South
420,CUST000420,2021-03-02,3,Northeast
421,CUST000421,2021-03-02,2,Midwest
422,CUST000422,2021-03-02,5,West
423,CUST000423,2021-03-02,5,Midwest
424,CUST000424,2021-03-02,5,West
425,CUST000425,2021-03-02,5,South
426,CUST000426,2021-03-02,5,West
427,CUST000427,2021-03-03,2,Northeast
428,CUST000428,2021-03-03,2,South
429,CUST000429,2021-03-03,1,West
430,CUST000430,2021-03-03,5,West
431,CUST000431,2021-03-03,5,South
432,CUST000432,2021-03-03,5,Northeast
433,CUST000433,2021-03-04,4,West
434,CUST000434,2021-03-04,4,West
435,CUST000435,2021-03-04,1,Northeast
436,CUST000436,2021-03-04,2,West
437,CUST000437,2021-03-04,2,Midwest
438,CUST000438,2021-03-04,5,West
439,CUST000439,2021-03-05,1,Northeast
440,CUST000440,2021-03-05,1,Northeast
441,CUST000441,2021-03-05,4,South
442,CUST000442,2021-03-05,5,Northeast
443,CUST000443,2021-03-05,5,Northeast
444,CUST000444,2021-03-05,5,Midwest
445,CUST000445,2021-03-05,4,South
446,CUST000446,2021-03-05,2,South
447,CUST000447,2021-03-05,2,Northeast
448,CUST000448,2021-03-05,2,South
449,CUST000449,2021-03-05,4,Midwest
450,CUST000450,2021-03-05,1,Northeast
451,CUST000451,2021-03-06,4,South
452,CUST000452,2021-03-06,1,South
453,CUST000453,2021-03-06,1,West
454,CUST000454,2021-03-06,1,West
455,CUST000455,2021-03-06,1,Northeast
456,CUST000456,2021-03-06,1,Midwest
457,CUST000457,2021-03-07,5,South
458,CUST000458,2021-03-07,5,South
459,CUST000459,2021-03-07,1,South
460,CUST000460,2021-03-07,1,South
461,CUST000461,2021-03-07,1,South
462,CUST000462,2021-03-07,5,West
463,CUST000463,2021-03-07,2,Midwest
464,CUST000464,2021-03-07,1,Midwest
465,CUST000465,2021-03-07,5,Northeast
466,CUST000466,2021-03-07,5,West
467,CUST000467,2021-03-07,5,Midwest
468,CUST000468,2021-03-07,5,South
469,CUST000469,2021-03-08,1,Midwest
470,CUST000470,2021-03-08,1,Midwest
471,CUST000471,2021-03-08,1,Midwest
472,CUST000472,2021-03-08,1,West
473,CUST000473,2021-03-08,1,Northeast
474,CUST000474,2021-03-08,3,South
475,CUST000475,2021-03-08,5,Northeast
476,CUST000476,2021-03-08,2,West
477,CUST000477,2021-03-08,4,South
478,CUST000478,2021-03-08,5,South
479,CUST000479,2021-03-09,4,Midwest
480,CUST000480,2021-03-09,5,Northeast
481,CUST000481,2021-03-09,1,Midwest
482,CUST000482,2021-03-09,2,Northeast
483,CUST000483,2021-03-09,3,West
484,CUST000484,2021-03-09,5,South
485,CUST000485,2021-03-10,1,West
486,CUST000486,2021-03-10,1,West
487,CUST000487,2021-03-10,1,South
488,CUST000488,2021-03-10,1,West
489,CUST000489,2021-03-10,3,West
490,CUST000490,2021-03-11,5,South
491,CUST000491,2021-03-11,5,Midwest
492,CUST000492,2021-03-11,5,West
493,CUST000493,2021-03-11,1,South
494,CUST000494,2021-03-12,1,West
495,CUST000495,2021-03-12,1,West
496,CUST000496,2021-03-12,2,South
497,CUST000497,2021-03-13,1,South
498,CUST000498,2021-03-13,2,South
499,CUST000499,2021-03-13,1,South
500,CUST000500,2021-03-13,1,Midwest
501,CUST000501,2021-03-13,1,Northeast
502,CUST000502,2021-03-13,3,Midwest
503,CUST000503,2021-03-13,5,South
504,CUST000504,2021-03-13,1,Midwest
505,CUST000505,2021-03-14,1,Midwest
506,CUST000506,2021-03-14,1,Midwest
507,CUST000507,2021-03-14,1,West
508,CUST000508,2021-03-14,1,South
509,CUST000509,2021-03-14,1,Midwest
510,CUST000510,2021-03-14,1,South
511,CUST000511,2021-03-14,2,South
512,CUST000512,2021-03-14,1,Midwest
513,CUST000513,2021-03-14,1,West
514,CUST000514,2021-03-15,3,South
515,CUST000515,2021-03-15,2,West
516,CUST000516,2021-03-15,2,Midwest
517,CUST000517,2021-03-15,5,West
518,CUST000518,2021-03-15,5,South
519,CUST000519,2021-03-15,1,Northeast
520,CUST000520,2021-03-15,1,South
521,CUST000521,2021-03-15,1,South
522,CUST000522,2021-03-16,2,West
523,CUST000523,2021-03-16,2,Midwest
524,CUST000524,2021-03-17,5,South
525,CUST000525,2021-03-17,4,South
526,CUST000526,2021-03-17,1,Midwest
527,CUST000527,2021-03-17,5,South
528,CUST000528,2021-03-17,1,Midwest
529,CUST000529,2021-03-17,1,West
530,CUST000530,2021-03-17,2,Midwest
531,CUST000531,2021-03-17,5,Midwest
532,CUST000532,2021-03-18,4,South
533,CUST000533,2021-03-18,4,West
534,CUST000534,2021-03-18,5,South
535,CUST000535,2021-03-18,2,South
536,CUST000536,2021-03-18,5,South
537,CUST000537,2021-03-19,1,Northeast
538,CUST000538,2021-03-19,1,Midwest
539,CUST000539,2021-03-19,1,South
540,CUST000540,2021-03-19,1,South
541,CUST000541,2021-03-19,1,West
542,CUST000542,2021-03-19,2,Midwest
543,CUST000543,2021-03-19,3,West
544,CUST000544,2021-03-20,4,West
545,CUST000545,2021-03-20,2,Midwest
546,CUST000546,2021-03-20,2,South
547,CUST000547,2021-03-20,1,West
548,CUST000548,2021-03-20,1,Northeast
549,CUST000549,2021-03-20,1,Northeast
550,CUST000550,2021-03-20,1,Northeast
551,CUST000551,2021-03-21,4,Midwest
552,CUST000552,2021-03-21,4,Northeast
553,CUST000553,2021-03-21,2,South
554,CUST000554,2021-03-21,1,South
555,CUST000555,2021-03-21,1,West
556,CUST000556,2021-03-22,1,South
557,CUST000557,2021-03-22,5,Northeast
558,CUST000558,2021-03-22,5,South
559,CUST000559,2021-03-23,5,Northeast
560,CUST000560,2021-03-23,5,Northeast
561,CUST000561,2021-03-23,5,Northeast
562,CUST000562,2021-03-23,1,Midwest
563,CUST000563,2021-03-23,2,West
564,CUST000564,2021-03-24,1,Midwest
565,CUST000565,2021-03-24,1,South
566,CUST000566,2021-03-24,1,West
567,CUST000567,2021-03-24,1,South
568,CUST000568,2021-03-24,1,West
569,CUST000569,2021-03-24,1,West
570,CUST000570,2021-03-24,1,West
571,CUST000571,2021-03-24,2,West
572,CUST000572,2021-03-24,2,South
573,CUST000573,2021-03-24,5,West
574,CUST000574,2021-03-25,3,West
575,CUST000575,2021-03-25,5,Northeast
576,CUST000576,2021-03-25,5,South
577,CUST000577,2021-03-25,5,South
578,CUST000578,2021-03-25,1,Northeast
579,CUST000579,2021-03-25,1,Midwest
580,CUST000580,2021-03-25,1,Midwest
581,CUST000581,2021-03-25,2,Northeast
582,CUST000582,2021-03-26,2,Midwest
583,CUST000583,2021-03-26,2,Northeast
584,CUST000584,2021-03-26,1,Midwest
585,CUST000585,2021-03-26,4,Midwest
586,CUST000586,2021-03-26,1,South
587,CUST000587,2021-03-26,1,Midwest
588,CUST000588,2021-03-26,1,South
589,CUST000589,2021-03-27,5,West
590,CUST000590,2021-03-27,1,South
591,CUST000591,2021-03-27,1,Midwest
592,CUST000592,2021-03-27,1,West
593,CUST000593,2021-03-27,5,Northeast
594,CUST000594,2021-03-27,3,West
595,CUST000595,2021-03-27,2,South
596,CUST000596,2021-03-27,2,South
597,CUST000597,2021-03-27,1,Northeast
598,CUST000598,2021-03-27,3,South
599,CUST000599,2021-03-27,5,Midwest
600,CUST000600,2021-03-28,3,West
601,CUST000601,2021-03-28,3,South
602,CUST000602,2021-03-28,5,South
603,CUST000603,2021-03-28,5,Northeast
604,CUST000604,2021-03-28,5,Northeast
605,CUST000605,2021-03-28,1,South
606,CUST000606,2021-03-28,2,South
607,CUST000607,2021-03-28,2,West
608,CUST000608,2021-03-28,1,South
609,CUST000609,2021-03-28,1,South
610,CUST000610,2021-03-28,5,West
611,CUST000611,2021-03-29,1,South
612,CUST000612,2021-03-29,2,South
613,CUST000613,2021-03-29,2,Northeast
614,CUST000614,2021-03-29,5,Midwest
615,CUST000615,2021-03-29,5,South
616,CUST000616,2021-03-30,4,Northeast
617,CUST000617,2021-03-30,1,South
618,CUST000618,2021-03-30,2,Northeast
619,CUST000619,2021-03-30,2,Midwest
620,CUST000620,2021-03-30,3,Northeast
621,CUST000621,2021-03-31,2,Midwest
622,CUST000622,2021-03-31,2,Midwest
623,CUST000623,2021-03-31,1,South
624,CUST000624,2021-03-31,1,West
625,CUST000625,2021-03-31,1,West
626,CUST000626,2021-03-31,1,West
627,CUST000627,2021-03-31,1,West
628,CUST000628,2021-03-31,5,Midwest
629,CUST000629,2021-04-01,1,West
630,CUST000630,2021-04-01,3,South
631,CUST000631,2021-04-01,5,West
632,CUST000632,2021-04-01,2,West
633,CUST000633,2021-04-01,5,South
634,CUST000634,2021-04-01,5,Northeast
635,CUST000635,2021-04-01,5,South
636,CUST000636,2021-04-01,2,South
637,CUST000637,2021-04-02,3,West
638,CUST000638,2021-04-02,2,South
639,CUST000639,2021-04-02,2,Midwest
640,CUST000640,2021-04-02,2,Northeast
641,CUST000641,2021-04-02,2,Midwest
642,CUST000642,2021-04-02,1,Midwest
643,CUST000643,2021-04-02,1,West
644,CUST000644,2021-04-02,1,West
645,CUST000645,2021-04-03,1,South
646,CUST000646,2021-04-03,1,Midwest
647,CUST000647,2021-04-03,5,South
648,CUST000648,2021-04-03,1,Northeast
649,CUST000649,2021-04-03,1,Northeast
650,CUST000650,2021-04-03,2,Northeast
651,CUST000651,2021-04-03,2,South
652,CUST000652,2021-04-03,2,South
653,CUST000653,2021-04-03,2,Northeast
654,CUST000654,2021-04-03,1,Northeast
655,CUST000655,2021-04-03,1,Midwest
656,CUST000656,2021-04-03,1,South
657,CUST000657,2021-04-04,1,South
658,CUST000658,2021-04-04,5,Northeast
659,CUST000659,2021-04-04,1,Northeast
660,CUST000660,2021-04-04,1,West
661,CUST000661,2021-04-04,1,South
662,CUST000662,2021-04-04,2,Midwest
663,CUST000663,2021-04-04,4,West
664,CUST000664,2021-04-05,1,Midwest
665,CUST000665,2021-04-05,3,West
666,CUST000666,2021-04-05,2,West
667,CUST000667,2021-04-05,2,Northeast
668,CUST000668,2021-04-05,4,Midwest
669,CUST000669,2021-04-05,4,West
670,CUST000670,2021-04-05,1,Northeast
671,CUST000671,2021-04-05,4,Northeast
672,CUST000672,2021-04-05,5,South
673,CUST000673,2021-04-05,5,Midwest
674,CUST000674,2021-04-05,4,South
675,CUST000675,2021-04-06,5,South
676,CUST000676,2021-04-06,1,South
677,CUST000677,2021-04-06,1,South
678,CUST000678,2021-04-06,5,South
679,CUST000679,2021-04-06,2,West
680,CUST000680,2021-04-06,2,Northeast
681,CUST000681,2021-04-06,4,Northeast
682,CUST000682,2021-04-06,3,Midwest
683,CUST000683,2021-04-07,2,West
684,CUST000684,2021-04-07,1,South
685,CUST000685,2021-04-07,1,Midwest
686,CUST000686,2021-04-07,5,Northeast
687,CUST000687,2021-04-07,5,South
688,CUST000688,2021-04-07,4,Midwest
